,model,layer,representation,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_relation_group_rdm_corr_within_compound_sentences,same_relation_group_rdm_std_within_compound_sentences,same_head_rdm_corr,same_head_rdm_std,same_head_rdm_corr_within_compound_sentences,same_head_rdm_std_within_compound_sentences,same_modifier_rdm_corr,same_modifier_rdm_std,same_modifier_rdm_corr_within_compound_sentences,same_modifier_rdm_std_within_compound_sentences,model_order
336,openai-community/gpt2,2,head_noun_mean,0.19366445032230611,0.12141521448957655,0.10602805404108871,0.2170194389750161,,,,,,,,,3
337,openai-community/gpt2,2,head_noun_mean,0.19366445032230611,0.12141521448957655,0.10602805404108871,0.2170194389750161,0.7121054260554818,0.015453413081109276,0.6804114250538146,0.03175762309259906,,,,,3
338,openai-community/gpt2,2,head_noun_mean,0.19366445032230611,0.12141521448957655,0.10602805404108871,0.2170194389750161,0.7121054260554818,0.015453413081109276,0.6804114250538146,0.03175762309259906,-0.04277530178364593,0.08935023354820036,-0.1407920815123253,0.16447527890914201,3
339,openai-community/gpt2,2,mod_word_mean,0.19445717394132286,0.10898089243563289,0.04670082266118261,0.22316279780183354,,,,,,,,,3
340,openai-community/gpt2,2,mod_word_mean,0.19445717394132286,0.10898089243563289,0.04670082266118261,0.22316279780183354,-0.03396125183644077,0.08704606970808669,-0.2531801175935441,0.19056721869304696,,,,,3
341,openai-community/gpt2,2,mod_word_mean,0.19445717394132286,0.10898089243563289,0.04670082266118261,0.22316279780183354,-0.03396125183644077,0.08704606970808669,-0.2531801175935441,0.19056721869304696,0.6960676036728046,0.01384323470466765,0.735180125910789,0.029984518583522374,3
342,openai-community/gpt2,3,compound_mean,0.29349087772495963,0.09320435170844527,0.05364977395319629,0.15149521057016319,,,,,,,,,3
343,openai-community/gpt2,3,compound_mean,0.29349087772495963,0.09320435170844527,0.05364977395319629,0.15149521057016319,0.4887527812065096,0.08997430614495541,0.17742762032412462,0.13558843964903225,,,,,3
344,openai-community/gpt2,3,compound_mean,0.29349087772495963,0.09320435170844527,0.05364977395319629,0.15149521057016319,0.4887527812065096,0.08997430614495541,0.17742762032412462,0.13558843964903225,0.5114904227916224,0.09909098200524803,0.6011203237392512,0.1397403744829454,3
345,openai-community/gpt2,3,head_noun_mean,0.18987520974210212,0.11452057916246543,0.10079022603229947,0.21138300093975743,,,,,,,,,3
346,openai-community/gpt2,3,head_noun_mean,0.18987520974210212,0.11452057916246543,0.10079022603229947,0.21138300093975743,0.7119250392278538,0.015552393217646407,0.6804114250538146,0.03175762309259906,,,,,3
347,openai-community/gpt2,3,head_noun_mean,0.18987520974210212,0.11452057916246543,0.10079022603229947,0.21138300093975743,0.7119250392278538,0.015552393217646407,0.6804114250538146,0.03175762309259906,-0.04478608258598572,0.09022873506382424,-0.09416574469367314,0.15908779782461813,3
348,openai-community/gpt2,3,mod_word_mean,0.20509040942132728,0.10733875368517305,0.04306676001108613,0.2236784967347281,,,,,,,,,3
349,openai-community/gpt2,3,mod_word_mean,0.20509040942132728,0.10733875368517305,0.04306676001108613,0.2236784967347281,-0.03091743106175238,0.08381784803796065,-0.23023076219442518,0.19563749756967003,,,,,3
350,openai-community/gpt2,3,mod_word_mean,0.20509040942132728,0.10733875368517305,0.04306676001108613,0.2236784967347281,-0.03091743106175238,0.08381784803796065,-0.23023076219442518,0.19563749756967003,0.6945231910174072,0.01620310039740454,0.735180125910789,0.029984518583522374,3
351,openai-community/gpt2,4,compound_mean,0.29025276387835597,0.091740484912186,0.05888760196198553,0.15022352919222184,,,,,,,,,3
352,openai-community/gpt2,4,compound_mean,0.29025276387835597,0.091740484912186,0.05888760196198553,0.15022352919222184,0.4892661760428204,0.08352495722445266,0.1649279395302522,0.1338409997357957,,,,,3
353,openai-community/gpt2,4,compound_mean,0.29025276387835597,0.091740484912186,0.05888760196198553,0.15022352919222184,0.4892661760428204,0.08352495722445266,0.1649279395302522,0.1338409997357957,0.508241424155853,0.09303885529221646,0.6065419908111875,0.13119692636880473,3
354,openai-community/gpt2,4,head_noun_mean,0.18661051940432666,0.10759778624331354,0.11384683291737917,0.2016529912837882,,,,,,,,,3
355,openai-community/gpt2,4,head_noun_mean,0.18661051940432666,0.10759778624331354,0.11384683291737917,0.2016529912837882,0.7117628359204512,0.015706480898075182,0.6804114250538146,0.03175762309259906,,,,,3
356,openai-community/gpt2,4,head_noun_mean,0.18661051940432666,0.10759778624331354,0.11384683291737917,0.2016529912837882,0.7117628359204512,0.015706480898075182,0.6804114250538146,0.03175762309259906,-0.04667753151035441,0.08606849414173601,-0.05512974177573182,0.14435027824353083,3
357,openai-community/gpt2,4,mod_word_mean,0.21094558029293667,0.10445009087071636,0.04453063261198964,0.21855411543432185,,,,,,,,,3
358,openai-community/gpt2,4,mod_word_mean,0.21094558029293667,0.10445009087071636,0.04453063261198964,0.21855411543432185,-0.028745142559171894,0.08278689591855642,-0.230486738590495,0.19857234946579244,,,,,3
359,openai-community/gpt2,4,mod_word_mean,0.21094558029293667,0.10445009087071636,0.04453063261198964,0.21855411543432185,-0.028745142559171894,0.08278689591855642,-0.230486738590495,0.19857234946579244,0.6930445256324959,0.019308409568947558,0.735180125910789,0.029984518583522374,3
360,openai-community/gpt2,5,compound_mean,0.29264542096978663,0.08737052976580215,0.06805380097736671,0.14665067070684928,,,,,,,,,3
361,openai-community/gpt2,5,compound_mean,0.29264542096978663,0.08737052976580215,0.06805380097736671,0.14665067070684928,0.4843126819197383,0.08436171704623881,0.15625327221515412,0.12832283170669395,,,,,3
362,openai-community/gpt2,5,compound_mean,0.29264542096978663,0.08737052976580215,0.06805380097736671,0.14665067070684928,0.4843126819197383,0.08436171704623881,0.15625327221515412,0.12832283170669395,0.5095912006748813,0.09355449217992391,0.6141323247118984,0.12476520135369214,3
363,openai-community/gpt2,5,head_noun_mean,0.18667503937234786,0.10323897744101247,0.1138847960542726,0.18784923166651105,,,,,,,,,3
364,openai-community/gpt2,5,head_noun_mean,0.18667503937234786,0.10323897744101247,0.1138847960542726,0.18784923166651105,0.7117810696880947,0.015625456405223774,0.6804114250538146,0.03175762309259906,,,,,3
365,openai-community/gpt2,5,head_noun_mean,0.18667503937234786,0.10323897744101247,0.1138847960542726,0.18784923166651105,0.7117810696880947,0.015625456405223774,0.6804114250538146,0.03175762309259906,-0.04757186596410104,0.08497745876970902,-0.044286407631859225,0.14755985864008422,3
366,openai-community/gpt2,5,mod_word_mean,0.21274947071698216,0.10293613760421949,0.050328510935528335,0.22390141902982227,,,,,,,,,3
367,openai-community/gpt2,5,mod_word_mean,0.21274947071698216,0.10293613760421949,0.050328510935528335,0.22390141902982227,-0.03094376933921453,0.07944002219867174,-0.23051000121628934,0.1972211766045214,,,,,3
368,openai-community/gpt2,5,mod_word_mean,0.21274947071698216,0.10293613760421949,0.050328510935528335,0.22390141902982227,-0.03094376933921453,0.07944002219867174,-0.23051000121628934,0.1972211766045214,0.6922620467795709,0.021021013689246026,0.735180125910789,0.029984518583522374,3
369,openai-community/gpt2,6,compound_mean,0.2963569827047705,0.08664288382737455,0.08111040786244637,0.16489440535450403,,,,,,,,,3
370,openai-community/gpt2,6,compound_mean,0.2963569827047705,0.08664288382737455,0.08111040786244637,0.16489440535450403,0.48461054431199363,0.08225945828395097,0.15140361837883043,0.1295492169154577,,,,,3
371,openai-community/gpt2,6,compound_mean,0.2963569827047705,0.08664288382737455,0.08111040786244637,0.16489440535450403,0.48461054431199363,0.08225945828395097,0.15140361837883043,0.1295492169154577,0.5053561019770728,0.0928873827572267,0.6130479912975112,0.12099393579897191,3
372,openai-community/gpt2,6,head_noun_mean,0.18821581296781975,0.10260107383239386,0.12308895820654721,0.19529795041829226,,,,,,,,,3
373,openai-community/gpt2,6,head_noun_mean,0.18821581296781975,0.10260107383239386,0.12308895820654721,0.19529795041829226,0.7113400016576299,0.016100672494967782,0.6804114250538146,0.03175762309259906,,,,,3
374,openai-community/gpt2,6,head_noun_mean,0.18821581296781975,0.10260107383239386,0.12308895820654721,0.19529795041829226,0.7113400016576299,0.016100672494967782,0.6804114250538146,0.03175762309259906,-0.04729412850951086,0.08873898141020058,-0.06380440909082989,0.15774870432805063,3
375,openai-community/gpt2,6,mod_word_mean,0.2174574784673751,0.10437507513618648,0.05309927748749666,0.2174102180729294,,,,,,,,,3
376,openai-community/gpt2,6,mod_word_mean,0.2174574784673751,0.10437507513618648,0.05309927748749666,0.2174102180729294,-0.03008503052973931,0.07168226061126404,-0.22693970364948152,0.19899045034308177,,,,,3
377,openai-community/gpt2,6,mod_word_mean,0.2174574784673751,0.10437507513618648,0.05309927748749666,0.2174102180729294,-0.03008503052973931,0.07168226061126404,-0.22693970364948152,0.19899045034308177,0.6923497731301916,0.02090729454619783,0.735180125910789,0.029984518583522374,3
378,openai-community/gpt2,7,compound_mean,0.2992689783263458,0.08828045248747178,0.08241986486464369,0.16948451330412878,,,,,,,,,3
379,openai-community/gpt2,7,compound_mean,0.2992689783263458,0.08828045248747178,0.08241986486464369,0.16948451330412878,0.4910865258664947,0.079617273759388,0.1492349515500559,0.1249030397144713,,,,,3
380,openai-community/gpt2,7,compound_mean,0.2992689783263458,0.08828045248747178,0.08241986486464369,0.16948451330412878,0.4910865258664947,0.079617273759388,0.1492349515500559,0.1249030397144713,0.49358236500509567,0.0936129384039539,0.6130479912975112,0.11744348280583683,3
